game,ply,board,player,action,return,before,after
1780,5,O.....XOX,X,4,0,0.2624,0.20992000000000002
1780,6,O...X.XOX,O,2,0,0.0,0.0
1780,7,O.O.X.XOX,X,1,0,0.0,0.0
1780,8,OXO.X.XOX,O,3,0,0.0,0.0
1780,9,OXOOX.XOX,X,5,0,0.0,0.0
1781,1,.........,X,6,1,0.6062203063526793,0.6849762450821435
1781,2,......X..,O,0,-1,-0.43775262430700385,-0.550202099445603
1781,3,O.....X..,X,7,1,-0.2,0.03999999999999998
1781,4,O.....XX.,O,5,-1,0.0,-0.2
1781,5,O....OXX.,X,2,1,0.0,0.2
1781,6,O.X..OXX.,O,3,-1,0.0,-0.2
1781,7,O.XO.OXX.,X,1,1,0.0,0.2
1781,8,OXXO.OXX.,O,8,-1,-0.36000000000000004,-0.488
1781,9,OXXO.OXXO,X,4,1,0.5904,0.67232
1782,1,.........,X,6,1,0.6849762450821435,0.7479809960657148
1782,2,......X..,O,5,-1,-0.7740459050439916,-0.8192367240351933
1782,3,.....OX..,X,8,1,0.781896192,0.8255169536
1782,4,.....OX.X,O,3,-1,-0.2,-0.36000000000000004
1782,5,...O.OX.X,X,1,1,0.2,0.36000000000000004
1782,6,.X.O.OX.X,O,0,-1,0.0,-0.2
1782,7,OX.O.OX.X,X,4,1,0.2,0.36000000000000004
1782,8,OX.OXOX.X,O,7,-1,-0.2,-0.36000000000000004
1782,9,OX.OXOXOX,X,2,1,0.488,0.5904
1783,1,.........,X,6,1,0.7479809960657148,0.7983847968525718
1783,2,......X..,O,0,-1,-0.550202099445603,-0.6401616795564824
1783,3,O.....X..,X,8,1,0.5183063477810169,0.6146450782248135
1783,4,O.....X.X,O,7,-1,-0.26234880000000005,-0.4098790400000001
1783,5,O.....XOX,X,4,1,0.20992000000000002,0.36793600000000004
1783,6,O...X.XOX,O,5,-1,-0.2,-0.36000000000000004
1783,7,O...XOXOX,X,2,1,0.36000000000000004,0.488
1784,1,.........,X,6,1,0.7983847968525718,0.8387078374820575
1784,2,......X..,O,0,-1,-0.6401616795564824,-0.7121293436451859
1784,3,O.....X..,X,8,1,0.6146450782248135,0.6917160625798509
1784,4,O.....X.X,O,7,-1,-0.4098790400000001,-0.5279032320000001
1784,5,O.....XOX,X,4,1,0.36793600000000004,0.49434880000000003
1784,6,O...X.XOX,O,3,-1,-0.2,-0.36000000000000004
1784,7,O..OX.XOX,X,2,1,0.488,0.5904
1785,1,.........,X,0,1,0.047621004280147206,0.23809680342411776
1785,2,X........,O,2,-1,-0.048148311169504354,-0.23851864893560348
1785,3,X.O......,X,6,1,0.04860272639999996,0.23888218111999998
1785,4,X.O...X..,O,8,-1,0.16800000000000004,-0.06559999999999999
1785,5,X.O...X.O,X,3,1,0.36000000000000004,0.488
1786,1,.........,X,6,1,0.8387078374820575,0.870966269985646
1786,2,......X..,O,7,-1,-0.7104978172856106,-0.7683982538284885
1786,3,......XO.,X,8,1,-0.2,0.03999999999999998
1786,4,......XOX,O,3,-1,0.2,-0.03999999999999998
1786,5,...O..XOX,X,5,1,0.2,0.36000000000000004
1786,6,...O.XXOX,O,4,-1,0.0,-0.2
1786,7,...OOXXOX,X,2,1,0.2,0.36000000000000004
1787,1,.........,X,6,1,0.870966269985646,0.8967730159885168
1787,2,......X..,O,0,-1,-0.7121293436451859,-0.7697034749161487
1787,3,O.....X..,X,8,1,0.6917160625798509,0.7533728500638807
1787,4,O.....X.X,O,3,-1,-0.507456,-0.6059648
1787,5,O..O..X.X,X,2,1,0.488,0.5904
1787,6,O.XO..X.X,O,4,-1,0.0,-0.2
1787,7,O.XOO.X.X,X,7,1,0.2,0.36000000000000004
1788,1,.........,X,1,0,-0.15418230681145467,-0.12334584544916374
1788,2,.X.......,O,4,0,0.056768904217364934,0.04541512337389195
1788,3,.X..O....,X,0,0,0.242717239700952,0.1941737917607616
1788,4,XX..O....,O,2,0,0.16332431360000005,0.13065945088000003
1788,5,XXO.O....,X,6,0,-0.05125120000000001,-0.04100096000000001
1788,6,XXO.O.X..,O,3,0,0.28800000000000003,0.23040000000000002
1788,7,XXOOO.X..,X,5,0,0.0,0.0
1788,8,XXOOOXX..,O,8,0,0.0,0.0
1788,9,XXOOOXX.O,X,7,0,0.0,0.0
1789,1,.........,X,1,-1,-0.12334584544916374,-0.29867667635933104
1789,2,.X.......,O,4,1,0.04541512337389195,0.23633209869911356
1789,3,.X..O....,X,0,-1,0.1941737917607616,-0.04466096659139071
1789,4,XX..O....,O,2,1,0.13065945088000003,0.304527560704
1789,5,XXO.O....,X,6,-1,-0.04100096000000001,-0.23280076800000002
1789,6,XXO.O.X..,O,3,1,0.23040000000000002,0.38432
1789,7,XXOOO.X..,X,7,-1,-0.16,-0.328
1789,8,XXOOO.XX.,O,5,1,0.2,0.36000000000000004
1790,1,.........,X,6,1,0.8967730159885168,0.9174184127908134
1790,2,......X..,O,7,-1,-0.7683982538284885,-0.8147186030627908
1790,3,......XO.,X,5,1,-0.08800000000000002,0.1296
1790,4,.....XXO.,O,8,-1,0.2,-0.03999999999999998
1790,5,.....XXOO,X,0,1,0.0,0.2
1790,6,X....XXOO,O,1,-1,0.0,-0.2
1790,7,XO...XXOO,X,3,1,0.2,0.36000000000000004
1791,1,.........,X,6,1,0.9174184127908134,0.9339347302326507
1791,2,......X..,O,0,-1,-0.7697034749161487,-0.8157627799329189
1791,3,O.....X..,X,8,1,0.7533728500638807,0.8026982800511046
1791,4,O.....X.X,O,1,-1,-0.488,-0.5904
1791,5,OO....X.X,X,7,1,0.5904,0.67232
1792,1,.........,X,6,1,0.9339347302326507,0.9471477841861206
1792,2,......X..,O,8,-1,-0.7945055892385344,-0.8356044713908275
1792,3,......X.O,X,0,1,0.6412470308226002,0.7129976246580801
1792,4,X.....X.O,O,3,-1,-0.3854314265087836,-0.5083451412070269
1792,5,X..O..X.O,X,2,1,0.4349558766239744,0.5479647012991795
1792,6,X.XO..X.O,O,5,-1,-0.2,-0.36000000000000004
1792,7,X.XO.OX.O,X,1,1,0.488,0.5904
1793,1,.........,X,6,1,0.9471477841861206,0.9577182273488964
1793,2,......X..,O,3,-1,-0.8061797423866793,-0.8449437939093435
1793,3,...O..X..,X,7,1,0.2622848,0.40982784
1793,4,...O..XX.,O,1,-1,-0.2,-0.36000000000000004
1793,5,.O.O..XX.,X,4,1,0.0,0.2
1793,6,.O.OX.XX.,O,5,-1,0.0,-0.2
1793,7,.O.OXOXX.,X,8,1,0.0,0.2
1794,1,.........,X,6,1,0.9577182273488964,0.9661745818791172
1794,2,......X..,O,0,-1,-0.8157627799329189,-0.8526102239463351
1794,3,O.....X..,X,8,1,0.8026982800511046,0.8421586240408836
1794,4,O.....X.X,O,5,-1,-0.488,-0.5904
1794,5,O....OX.X,X,2,1,0.5904,0.67232
1794,6,O.X..OX.X,O,1,-1,-0.2,-0.36000000000000004
1794,7,OOX..OX.X,X,3,1,0.0,0.2
1794,8,OOXX.OX.X,O,7,-1,0.0,-0.2
1794,9,OOXX.OXOX,X,4,1,0.0,0.2
1795,1,.........,X,1,0,-0.29867667635933104,-0.23894134108746484
1795,2,.X.......,O,4,0,0.23633209869911356,0.18906567895929086
1795,3,.X..O....,X,6,0,-0.028727988846592,-0.022982391077273602
1795,4,.X..O.X..,O,0,0,0.222464,0.1779712
1795,5,OX..O.X..,X,8,0,0.026843545600000008,0.021474836480000006
1795,6,OX..O.X.X,O,2,0,0.0,0.0
1795,7,OXO.O.X.X,X,5,0,0.04194304000000001,0.03355443200000001
1795,8,OXO.OXX.X,O,7,0,0.0,0.0
1795,9,OXO.OXXOX,X,3,0,0.0,0.0
1796,1,.........,X,2,1,0.07553669120605233,0.2604293529648419
1796,2,..X......,O,0,-1,-0.011691377780964463,-0.2093531022247716
1796,3,O.X......,X,5,1,0.36000000000000004,0.488
1796,4,O.X..X...,O,1,-1,0.0,-0.2
1796,5,OOX..X...,X,6,1,0.2,0.36000000000000004
1796,6,OOX..XX..,O,7,-1,0.0,-0.2
1796,7,OOX..XXO.,X,4,1,0.0,0.2
1797,1,.........,X,6,0,0.9661745818791172,0.7729396655032937
1797,2,......X..,O,4,0,-0.81901007814656,-0.6552080625172481
1797,3,....O.X..,X,3,0,0.865782272,0.6926258176
1797,4,...XO.X..,O,7,0,-0.2,-0.16
1797,5,...XO.XO.,X,5,0,0.0,0.0
1797,6,...XOXXO.,O,0,0,0.0,0.0
1797,7,O..XOXXO.,X,1,0,0.0,0.0
1797,8,OX.XOXXO.,O,2,0,0.0,0.0
1797,9,OXOXOXXO.,X,8,0,0.0,0.0
1798,1,.........,X,6,1,0.7729396655032937,0.818351732402635
1798,2,......X..,O,8,-1,-0.8356044713908275,-0.868483577112662
1798,3,......X.O,X,0,1,0.7129976246580801,0.7703980997264641
1798,4,X.....X.O,O,2,-1,-0.3856,-0.50848
1798,5,X.O...X.O,X,3,1,0.488,0.5904
1799,1,.........,X,6,1,0.818351732402635,0.8546813859221081
1799,2,......X..,O,4,-1,-0.6552080625172481,-0.7241664500137984
1799,3,....O.X..,X,3,1,0.6926258176,0.7541006540799999
1799,4,...XO.X..,O,7,-1,-0.16,-0.328
1799,5,...XO.XO.,X,1,1,0.0,0.2
1799,6,.X.XO.XO.,O,5,-1,0.0,-0.2
1799,7,.X.XOOXO.,X,8,1,0.0,0.2
1799,8,.X.XOOXOX,O,2,-1,0.0,-0.2
1799,9,.XOXOOXOX,X,0,1,0.488,0.5904
1800,1,.........,X,1,0,-0.23894134108746484,-0.19115307286997188
1800,2,.X.......,O,4,0,0.18906567895929086,0.1512525431674327
1800,3,.X..O....,X,6,0,-0.022982391077273602,-0.01838591286181888
1800,4,.X..O.X..,O,0,0,0.1779712,0.14237696
1800,5,OX..O.X..,X,8,0,0.021474836480000006,0.017179869184000003
1800,6,OX..O.X.X,O,2,0,0.0,0.0
1800,7,OXO.O.X.X,X,5,0,0.03355443200000001,0.026843545600000008
1800,8,OXO.OXX.X,O,7,0,0.0,0.0
1800,9,OXO.OXXOX,X,3,0,0.0,0.0
1801,1,.........,X,6,0,0.8546813859221081,0.6837451087376865
1801,2,......X..,O,4,0,-0.7241664500137984,-0.5793331600110387
1801,3,....O.X..,X,3,0,0.7541006540799999,0.603280523264
1801,4,...XO.X..,O,0,0,-0.2,-0.16
1801,5,O..XO.X..,X,1,0,0.16,0.128
1801,6,OX.XO.X..,O,7,0,0.16,0.128
1801,7,OX.XO.XO.,X,8,0,0.0,0.0
1801,8,OX.XO.XOX,O,5,0,0.0,0.0
1801,9,OX.XOOXOX,X,2,0,0.0,0.0
1802,1,.........,X,6,-1,0.6837451087376865,0.34699608699014917
1802,2,......X..,O,4,1,-0.5793331600110387,-0.26346652800883097
1802,3,....O.X..,X,3,-1,0.603280523264,0.2826244186111999
1802,4,...XO.X..,O,0,1,-0.16,0.07199999999999998
1802,5,O..XO.X..,X,7,-1,0.0,-0.2
1802,6,O..XO.XX.,O,8,1,0.0,0.2
1803,1,.........,X,2,-1,0.2604293529648419,0.00834348237187349
1803,2,..X......,O,0,1,-0.2093531022247716,0.03251751822018273
1803,3,O.X......,X,5,-1,0.488,0.19039999999999996
1803,4,O.X..X...,O,6,1,0.0,0.2
1803,5,O.X..XO..,X,4,-1,0.0,-0.2
1803,6,O.X.XXO..,O,3,1,0.488,0.5904
1804,1,.........,X,3,1,-0.26477234593271004,-0.011817876746168021
1804,2,...X.....,O,7,-1,0.36324906256433154,0.09059925005146519
1804,3,...X...O.,X,4,1,0.0,0.2
1804,4,...XX..O.,O,6,-1,0.0,-0.2
1804,5,...XX.OO.,X,5,1,0.36000000000000004,0.488
1805,1,.........,X,6,1,0.34699608699014917,0.47759686959211933
1805,2,......X..,O,4,-1,-0.26346652800883097,-0.4107732224070648
1805,3,....O.X..,X,3,1,0.2826244186111999,0.4260995348889599
1805,4,...XO.X..,O,5,-1,-0.36000000000000004,-0.488
1805,5,...XOOX..,X,0,1,0.36000000000000004,0.488
1806,1,.........,X,6,1,0.47759686959211933,0.5820774956736955
1806,2,......X..,O,5,-1,-0.8192367240351933,-0.8553893792281546
1806,3,.....OX..,X,8,1,0.8255169536,0.86041356288
1806,4,.....OX.X,O,1,-1,-0.2,-0.36000000000000004
1806,5,.O...OX.X,X,4,1,0.36000000000000004,0.488
1806,6,.O..XOX.X,O,2,-1,0.0,-0.2
1806,7,.OO.XOX.X,X,0,1,0.2,0.36000000000000004
1807,1,.........,X,6,0,0.5820774956736955,0.4656619965389564
1807,2,......X..,O,4,0,-0.4107732224070648,-0.32861857792565186
1807,3,....O.X..,X,3,0,0.4260995348889599,0.34087962791116794
1807,4,...XO.X..,O,0,0,0.07199999999999998,0.057599999999999985
1807,5,O..XO.X..,X,1,0,0.128,0.1024
1807,6,OX.XO.X..,O,5,0,-0.2,-0.16
1807,7,OX.XOOX..,X,2,0,0.0,0.0
1807,8,OXXXOOX..,O,7,0,0.0,0.0
1807,9,OXXXOOXO.,X,8,0,0.0,0.0
1808,1,.........,X,6,1,0.4656619965389564,0.5725295972311651
1808,2,......X..,O,2,-1,-0.8316593295083563,-0.865327463606685
1808,3,..O...X..,X,8,1,0.8109274165919284,0.8487419332735426
1808,4,..O...X.X,O,0,-1,-0.36000000000000004,-0.488
1808,5,O.O...X.X,X,7,1,0.67232,0.7378560000000001
1809,1,.........,X,6,1,0.5725295972311651,0.6580236777849321
1809,2,......X..,O,2,-1,-0.865327463606685,-0.892261970885348
1809,3,..O...X..,X,8,1,0.8487419332735426,0.8789935466188341
1809,4,..O...X.X,O,1,-1,-0.36921600000000004,-0.49537280000000006
1809,5,.OO...X.X,X,0,1,0.36000000000000004,0.488
1809,6,XOO...X.X,O,3,-1,0.0,-0.2
1809,7,XOOO..X.X,X,4,1,0.2,0.36000000000000004
1810,1,.........,X,5,-1,0.03893302919382832,-0.16885357664493736
1810,2,.....X...,O,6,1,0.2582126133939955,0.4065700907151964
1810,3,.....XO..,X,4,-1,0.03999999999999998,-0.16800000000000004
1810,4,....XXO..,O,7,1,-0.014400000000000024,0.18847999999999998
1810,5,....XXOO.,X,1,-1,0.0,-0.2
1810,6,.X..XXOO.,O,0,1,0.2,0.36000000000000004
1810,7,OX..XXOO.,X,2,-1,0.0,-0.2
1810,8,OXX.XXOO.,O,8,1,0.0,0.2
1811,1,.........,X,6,0,0.6580236777849321,0.5264189422279457
1811,2,......X..,O,4,0,-0.32861857792565186,-0.2628948623405215
1811,3,....O.X..,X,3,0,0.34087962791116794,0.27270370232893437
1811,4,...XO.X..,O,0,0,0.057599999999999985,0.04607999999999999
1811,5,O..XO.X..,X,1,0,0.1024,0.08192
1811,6,OX.XO.X..,O,7,0,0.128,0.1024
1811,7,OX.XO.XO.,X,5,0,0.0,0.0
1811,8,OX.XOXXO.,O,2,0,0.0,0.0
1811,9,OXOXOXXO.,X,8,0,0.0,0.0
1812,1,.........,X,6,-1,0.5264189422279457,0.22113515378235654
1812,2,......X..,O,4,1,-0.2628948623405215,-0.010315889872417217
1812,3,....O.X..,X,3,-1,0.27270370232893437,0.018162961863147475
1812,4,...XO.X..,O,0,1,0.04607999999999999,0.236864
1812,5,O..XO.X..,X,1,-1,0.08192,-0.13446400000000003
1812,6,OX.XO.X..,O,7,1,0.1024,0.28192
1812,7,OX.XO.XO.,X,5,-1,0.0,-0.2
1812,8,OX.XOXXO.,O,8,1,0.0,0.2
1813,1,.........,X,0,0,0.23809680342411776,0.1904774427392942
1813,2,X........,O,2,0,-0.23851864893560348,-0.19081491914848278
1813,3,X.O......,X,6,0,0.23888218111999998,0.191105744896
1813,4,X.O...X..,O,3,0,0.16,0.128
1813,5,X.OO..X..,X,5,0,0.0,0.0
1813,6,X.OO.XX..,O,8,0,0.0,0.0
1813,7,X.OO.XX.O,X,4,0,0.0,0.0
1813,8,X.OOXXX.O,O,7,0,0.0,0.0
1813,9,X.OOXXXOO,X,1,0,0.0,0.0
1814,1,.........,X,6,-1,0.22113515378235654,-0.023091876974114772
1814,2,......X..,O,4,1,-0.010315889872417217,0.19174728810206623
1814,3,....O.X..,X,3,-1,0.018162961863147475,-0.18546963050948206
1814,4,...XO.X..,O,0,1,0.236864,0.38949120000000004
1814,5,O..XO.X..,X,8,-1,0.0,-0.2
1814,6,O..XO.X.X,O,1,1,0.0,0.2
1814,7,OO.XO.X.X,X,5,-1,0.0,-0.2
1814,8,OO.XOXX.X,O,2,1,0.0,0.2
1815,1,.........,X,0,0,0.1904774427392942,0.15238195419143535
1815,2,X........,O,2,0,-0.19081491914848278,-0.15265193531878624
1815,3,X.O......,X,6,0,0.191105744896,0.15288459591679998
1815,4,X.O...X..,O,3,0,0.128,0.1024
1815,5,X.OO..X..,X,8,0,0.0,0.0
1815,6,X.OO..X.X,O,7,0,-0.2,-0.16
1815,7,X.OO..XOX,X,1,0,0.328,0.2624
1815,8,XXOO..XOX,O,4,0,0.0,0.0
1815,9,XXOOO.XOX,X,5,0,0.0,0.0
1816,1,.........,X,0,0,0.15238195419143535,0.12190556335314828
1816,2,X........,O,2,0,-0.15265193531878624,-0.122121548255029
1816,3,X.O......,X,6,0,0.15288459591679998,0.12230767673343998
1816,4,X.O...X..,O,3,0,0.1024,0.08192
1816,5,X.OO..X..,X,8,0,0.0,0.0
1816,6,X.OO..X.X,O,7,0,-0.16,-0.128
1816,7,X.OO..XOX,X,1,0,0.2624,0.20992000000000002
1816,8,XXOO..XOX,O,4,0,0.0,0.0
1816,9,XXOOO.XOX,X,5,0,0.0,0.0
1817,1,.........,X,8,-1,-0.17847803127819878,-0.342782425022559
1817,2,........X,O,4,1,0.5162128665797626,0.6129702932638101
1817,3,....O...X,X,5,-1,-0.09491053647594785,-0.27592842918075833
1817,4,....OX..X,O,6,1,0.27397580800000004,0.4191806464
1817,5,....OXO.X,X,7,-1,0.0,-0.2
1817,6,....OXOXX,O,0,1,0.2,0.36000000000000004
1817,7,O...OXOXX,X,3,-1,0.0,-0.2
1817,8,O..XOXOXX,O,2,1,0.2,0.36000000000000004
1818,1,.........,X,2,-1,0.00834348237187349,-0.19332521410250122
1818,2,..X......,O,0,1,0.03251751822018273,0.2260140145761462
1818,3,O.X......,X,5,-1,0.19039999999999996,-0.04768000000000003
1818,4,O.X..X...,O,6,1,0.2,0.36000000000000004
1818,5,O.X..XO..,X,1,-1,0.2,-0.03999999999999998
1818,6,OXX..XO..,O,3,1,0.2,0.36000000000000004
1819,1,.........,X,7,1,-0.1569607883993022,0.07443136928055827
1819,2,.......X.,O,2,-1,0.23814400000000002,-0.009484800000000015
1819,3,..O....X.,X,1,1,0.0,0.2
1819,4,.XO....X.,O,4,-1,0.0,-0.2
1819,5,.XO.O..X.,X,8,1,0.0,0.2
1819,6,.XO.O..XX,O,0,-1,0.0,-0.2
1819,7,OXO.O..XX,X,6,1,0.2,0.36000000000000004
1820,1,.........,X,4,0,0.12715480913312974,0.10172384730650379
1820,2,....X....,O,2,0,-0.8330425056319329,-0.6664340045055464
1820,3,..O.X....,X,0,0,-0.03999999999999998,-0.03199999999999999
1820,4,X.O.X....,O,8,0,0.3295396864,0.26363174912
1820,5,X.O.X...O,X,5,0,0.2,0.16
1820,6,X.O.XX..O,O,1,0,0.0,0.0
1820,7,XOO.XX..O,X,7,0,0.0,0.0
1820,8,XOO.XX.XO,O,3,0,0.0,0.0
1820,9,XOOOXX.XO,X,6,0,0.0,0.0
1821,1,.........,X,0,-1,0.12190556335314828,-0.10247554931748137
1821,2,X........,O,2,1,-0.122121548255029,0.10230276139597683
1821,3,X.O......,X,6,-1,0.12230767673343998,-0.10215385861324802
1821,4,X.O...X..,O,3,1,0.08192,0.265536
1821,5,X.OO..X..,X,4,-1,0.0,-0.2
1821,6,X.OOX.X..,O,8,1,0.128,0.3024
1821,7,X.OOX.X.O,X,1,-1,0.0,-0.2
1821,8,XXOOX.X.O,O,5,1,0.0,0.2
1822,1,.........,X,4,1,0.10172384730650379,0.28137907784520305
1822,2,....X....,O,5,-1,-0.7725045305237214,-0.8180036244189771
1822,3,....XO...,X,8,1,0.6889529192821451,0.7511623354257161
1822,4,....XO..X,O,6,-1,-0.3856,-0.50848
1822,5,....XOO.X,X,0,1,0.488,0.5904
1823,1,.........,X,5,1,-0.16885357664493736,0.06491713868405011
1823,2,.....X...,O,7,-1,-0.16,-0.328
1823,3,.....X.O.,X,8,1,0.16,0.328
1823,4,.....X.OX,O,6,-1,0.0,-0.2
1823,5,.....XOOX,X,2,1,0.2,0.36000000000000004
1824,1,.........,X,0,-1,-0.10247554931748137,-0.2819804394539851
1824,2,X........,O,2,1,0.10230276139597683,0.2818422091167815
1824,3,X.O......,X,8,-1,-0.01184061439999995,-0.20947249151999997
1824,4,X.O.....X,O,3,1,0.03999999999999998,0.23199999999999998
1824,5,X.OO....X,X,1,-1,0.08800000000000002,-0.1296
1824,6,XXOO....X,O,4,1,0.2,0.36000000000000004
1824,7,XXOOO...X,X,7,-1,-0.2,-0.36000000000000004
1824,8,XXOOO..XX,O,6,1,0.2,0.36000000000000004
1825,1,.........,X,4,1,0.28137907784520305,0.42510326227616246
1825,2,....X....,O,3,-1,-0.8798424331012031,-0.9038739464809625
1825,3,...OX....,X,8,1,0.9258146210324538,0.9406516968259631
1825,4,...OX...X,O,1,-1,-0.488,-0.5904
1825,5,.O.OX...X,X,6,1,0.5904,0.67232
1825,6,.O.OX.X.X,O,5,-1,-0.2,-0.36000000000000004
1825,7,.O.OXOX.X,X,0,1,0.36000000000000004,0.488
1826,1,.........,X,4,0,0.42510326227616246,0.34008260982092997
1826,2,....X....,O,0,0,-0.22809699911159964,-0.1824775992892797
1826,3,O...X....,X,3,0,0.7155400528746323,0.5724320422997058
1826,4,O..XX....,O,5,0,-0.4460811264,-0.35686490112
1826,5,O..XXO...,X,1,0,0.472924672,0.3783397376
1826,6,OX.XXO...,O,7,0,-0.128,-0.1024
1826,7,OX.XXO.O.,X,6,0,0.23040000000000002,0.18432
1826,8,OX.XXOXO.,O,2,0,0.0,0.0
1826,9,OXOXXOXO.,X,8,0,0.0,0.0
1827,1,.........,X,4,0,0.34008260982092997,0.27206608785674397
1827,2,....X....,O,0,0,-0.1824775992892797,-0.14598207943142377
1827,3,O...X....,X,3,0,0.5724320422997058,0.4579456338397646
1827,4,O..XX....,O,5,0,-0.35686490112,-0.285491920896
1827,5,O..XXO...,X,1,0,0.3783397376,0.30267179008
1827,6,OX.XXO...,O,7,0,-0.1024,-0.08192
1827,7,OX.XXO.O.,X,6,0,0.18432,0.147456
1827,8,OX.XXOXO.,O,2,0,0.0,0.0
1827,9,OXOXXOXO.,X,8,0,0.0,0.0
1828,1,.........,X,4,1,0.27206608785674397,0.41765287028539516
1828,2,....X....,O,7,-1,-0.9103037518074872,-0.9282430014459898
1828,3,....X..O.,X,5,1,0.9168339712671745,0.9334671770137396
1828,4,....XX.O.,O,1,-1,-0.36000000000000004,-0.488
1828,5,.O..XX.O.,X,0,1,0.2,0.36000000000000004
1828,6,XO..XX.O.,O,2,-1,0.0,-0.2
1828,7,XOO.XX.O.,X,6,1,0.2,0.36000000000000004
1828,8,XOO.XXXO.,O,8,-1,-0.2,-0.36000000000000004
1828,9,XOO.XXXOO,X,3,1,0.5904,0.67232
1829,1,.........,X,4,-1,0.41765287028539516,0.13412229622831612
1829,2,....X....,O,0,1,-0.14598207943142377,0.08321433645486098
1829,3,O...X....,X,2,-1,0.15518099253972667,-0.07585520596821868
1829,4,O.X.X....,O,3,1,-0.10848000000000002,0.11321600000000001
1829,5,O.XOX....,X,1,-1,-0.2,-0.36000000000000004
1829,6,OXXOX....,O,6,1,0.488,0.5904
1830,1,.........,X,4,0,0.13412229622831612,0.1072978369826529
1830,2,....X....,O,0,0,0.08321433645486098,0.06657146916388879
1830,3,O...X....,X,3,0,0.4579456338397646,0.36635650707181167
1830,4,O..XX....,O,5,0,-0.285491920896,-0.22839353671680002
1830,5,O..XXO...,X,1,0,0.30267179008,0.242137432064
1830,6,OX.XXO...,O,7,0,-0.08192,-0.06553600000000001
1830,7,OX.XXO.O.,X,6,0,0.147456,0.11796480000000001
1830,8,OX.XXOXO.,O,2,0,0.0,0.0
1830,9,OXOXXOXO.,X,8,0,0.0,0.0
1831,1,.........,X,4,0,0.1072978369826529,0.08583826958612231
1831,2,....X....,O,0,0,0.06657146916388879,0.05325717533111103
1831,3,O...X....,X,3,0,0.36635650707181167,0.29308520565744933
1831,4,O..XX....,O,5,0,-0.22839353671680002,-0.18271482937344002
1831,5,O..XXO...,X,1,0,0.242137432064,0.1937099456512
1831,6,OX.XXO...,O,7,0,-0.06553600000000001,-0.05242880000000001
1831,7,OX.XXO.O.,X,6,0,0.11796480000000001,0.09437184000000001
1831,8,OX.XXOXO.,O,2,0,0.0,0.0
1831,9,OXOXXOXO.,X,8,0,0.0,0.0
1832,1,.........,X,4,-1,0.08583826958612231,-0.13132938433110217
1832,2,....X....,O,3,1,-0.9038739464809625,-0.5230991571847701
1832,3,...OX....,X,7,-1,0.0,-0.2
1832,4,...OX..X.,O,0,1,0.0,0.2
1832,5,O..OX..X.,X,8,-1,0.0,-0.2
1832,6,O..OX..XX,O,6,1,0.0,0.2
1833,1,.........,X,7,1,0.07443136928055827,0.2595450954244466
1833,2,.......X.,O,2,-1,-0.009484800000000015,-0.20758784000000002
1833,3,..O....X.,X,1,1,0.2,0.36000000000000004
1833,4,.XO....X.,O,5,-1,0.0,-0.2
1833,5,.XO..O.X.,X,3,1,0.0,0.2
1833,6,.XOX.O.X.,O,6,-1,0.0,-0.2
1833,7,.XOX.OOX.,X,4,1,0.0,0.2
1834,1,.........,X,7,-1,0.2595450954244466,0.007636076339557263
1834,2,.......X.,O,2,1,-0.20758784000000002,0.03392972799999999
1834,3,..O....X.,X,1,-1,0.36000000000000004,0.08800000000000002
1834,4,.XO....X.,O,0,1,0.0,0.2
1834,5,OXO....X.,X,5,-1,0.2,-0.03999999999999998
1834,6,OXO..X.X.,O,6,1,0.2,0.36000000000000004
1834,7,OXO..XOX.,X,3,-1,0.0,-0.2
1834,8,OXOX.XOX.,O,4,1,0.0,0.2
1835,1,.........,X,5,1,0.06491713868405011,0.2519337109472401
1835,2,.....X...,O,0,-1,0.0,-0.2
1835,3,O....X...,X,2,1,0.0,0.2
1835,4,O.X..X...,O,6,-1,0.36000000000000004,0.08800000000000002
1835,5,O.X..XO..,X,3,1,0.0,0.2
1835,6,O.XX.XO..,O,7,-1,0.0,-0.2
1835,7,O.XX.XOO.,X,4,1,0.2,0.36000000000000004
1836,1,.........,X,5,1,0.2519337109472401,0.40154696875779206
1836,2,.....X...,O,6,-1,0.4065700907151964,0.1252560725721571
1836,3,.....XO..,X,4,1,-0.16800000000000004,0.06559999999999999
1836,4,....XXO..,O,7,-1,0.18847999999999998,-0.04921600000000004
1836,5,....XXOO.,X,3,1,0.2,0.36000000000000004
1837,1,.........,X,5,-1,0.40154696875779206,0.12123757500623367
1837,2,.....X...,O,8,1,0.2,0.36000000000000004
1837,3,.....X..O,X,4,-1,0.0,-0.2
1837,4,....XX..O,O,7,1,0.08800000000000002,0.27040000000000003
1837,5,....XX.OO,X,0,-1,0.0,-0.2
1837,6,X...XX.OO,O,6,1,0.2,0.36000000000000004
1838,1,.........,X,5,0,0.12123757500623367,0.09699006000498693
1838,2,.....X...,O,8,0,0.36000000000000004,0.28800000000000003
1838,3,.....X..O,X,0,0,0.0,0.0
1838,4,X....X..O,O,1,0,-0.36000000000000004,-0.28800000000000003
1838,5,XO...X..O,X,7,0,0.36000000000000004,0.28800000000000003
1838,6,XO...X.XO,O,6,0,0.0,0.0
1838,7,XO...XOXO,X,2,0,0.0,0.0
1838,8,XOX..XOXO,O,3,0,0.0,0.0
1838,9,XOXO.XOXO,X,4,0,0.0,0.0
1839,1,.........,X,5,-1,0.09699006000498693,-0.12240795199601047
