game,winner,plies,final_board
1720,O,8,OX.XOXXOO
1721,X,5,X.OX..XO.
1722,X,7,XXXO.OXO.
1723,O,8,OXXXOX.OO
1724,X,7,XXXO.OX.O
1725,X,5,X..XO.XO.
1726,O,6,.X.OOOXX.
1727,X,5,OO....XXX
1728,X,9,XOXOXOXXO
1729,X,7,XX.X.OXOO
1730,draw,9,XOOOXXXXO
1731,X,7,XOX.XOX.O
1732,X,5,XO.XO.X..
1733,draw,9,XOXOOXXXO
1734,X,7,OXXOX.X.O
1735,X,7,XOXOX.XO.
1736,X,5,..XOX.XO.
1737,X,9,XXXOOXXOO
1738,O,8,OX.OOXXXO
1739,X,5,X..X..XOO
1740,draw,9,XOXOOXXXO
1741,draw,9,XOXOOXXXO
1742,X,9,XOXOXXXOO
1743,X,7,X.O.OOXXX
1744,X,9,XOOXOXXXO
1745,draw,9,XOOOXXXXO
1746,X,7,XOOXX.X.O
1747,draw,9,XOXOOXXXO
1748,draw,9,XOXOOXXXO
1749,X,9,XXOXOXXOO
1750,draw,9,XOXOOXXXO
1751,draw,9,XXOOXXXOO
1752,X,7,XXXOO.XO.
1753,X,7,XXXOO.X.O
1754,draw,9,XOXOOXXXO
1755,draw,9,XOXOOXXXO
1756,draw,9,XOXOOXXXO
1757,O,6,.XO.O.OXX
1758,draw,9,XOXOOXXXO
1759,X,5,XO.X..XO.
1760,draw,9,XOXOOXXXO
1761,X,9,XOXOXOXXO
1762,X,5,O..XXX..O
1763,X,5,O.XO.X..X
1764,draw,9,OXOXOXXOX
1765,draw,9,XXOOXXXOO
1766,X,9,XOXOXXXOO
1767,X,7,OX..XOXXO
1768,O,8,XOX.OXXOO
1769,X,5,X..X..XOO
1770,X,7,XO.XXOX.O
1771,X,5,X..X.OX.O
1772,X,5,X..XO.X.O
1773,X,7,OOXO.XX.X
1774,X,5,X..X..XOO
1775,O,6,OOO.X..XX
1776,X,5,X..XO.X.O
1777,X,7,X.OXO.XOX
1778,draw,9,OXOXXOXOX
1779,X,5,X..XO.X.O
1780,draw,9,OXOOXXXOX
1781,X,9,OXXOXOXXO
1782,X,9,OXXOXOXOX
1783,X,7,O.X.XOXOX
1784,X,7,O.XOX.XOX
1785,X,5,X.OX..X.O
1786,X,7,..XOOXXOX
1787,X,7,O.XOO.XXX
1788,draw,9,XXOOOXXXO
1789,O,8,XXOOOOXX.
1790,X,7,XO.X.XXOO
1791,X,5,OO....XXX
1792,X,7,XXXO.OX.O
1793,X,7,.O.OXOXXX
1794,X,9,OOXXXOXOX
1795,draw,9,OXOXOXXOX
1796,X,7,OOX.XXXO.
1797,draw,9,OXOXOXXOX
1798,X,5,X.OX..X.O
1799,X,9,XXOXOOXOX
1800,draw,9,OXOXOXXOX
1801,draw,9,OXXXOOXOX
1802,O,6,O..XO.XXO
1803,O,6,O.XOXXO..
1804,X,5,...XXXOO.
1805,X,5,X..XOOX..
1806,X,7,XOO.XOX.X
1807,draw,9,OXXXOOXOX
1808,X,5,O.O...XXX
1809,X,7,XOOOX.X.X
1810,O,8,OXX.XXOOO
1811,draw,9,OXOXOXXOX
1812,O,8,OX.XOXXOO
1813,draw,9,XXOOXXXOO
1814,O,8,OOOXOXX.X
1815,draw,9,XXOOOXXOX
1816,draw,9,XXOOOXXOX
1817,O,8,O.OXOXOXX
1818,O,6,OXXO.XO..
1819,X,7,OXO.O.XXX
1820,draw,9,XOOOXXXXO
1821,O,8,XXOOXOX.O
1822,X,5,X...XOO.X
1823,X,5,..X..XOOX
1824,O,8,XXOOO.OXX
1825,X,7,XO.OXOX.X
1826,draw,9,OXOXXOXOX
1827,draw,9,OXOXXOXOX
1828,X,9,XOOXXXXOO
1829,O,6,OXXOX.O..
1830,draw,9,OXOXXOXOX
1831,draw,9,OXOXXOXOX
1832,O,6,O..OX.OXX
1833,X,7,.XOXXOOX.
1834,O,8,OXOXOXOX.
1835,X,7,O.XXXXOO.
1836,X,5,...XXXOO.
1837,O,6,X...XXOOO
1838,draw,9,XOXOXXOXO
1839,O,8,XX.XOXOOO
1840,X,7,.XOOXOXX.
1841,X,9,XOOOXXOXX
1842,O,8,.XOXOOOXX
1843,X,7,.X.XXOOXO
1844,X,9,XOOOOXXXX
1845,O,6,.XOX.O.XO
1846,O,6,.XO..OXXO
1847,O,8,.XOXXOXOO
1848,X,5,X..XO.X.O
1849,X,9,OXOOOXXXX
1850,draw,9,OXOXOXXOX
1851,X,9,XXXOOXXOO
1852,X,7,.OO.OXXXX
1853,X,7,O.XOOXX.X
1854,draw,9,OXOXOXXOX
1855,X,7,OO..OXXXX
1856,O,8,OXXOOXX.O
1857,O,8,OXXOOXX.O
1858,O,6,.OX.O.XOX
1859,O,6,X.X..XOOO
1860,O,6,.O.XOX.OX
1861,draw,9,OXOXXOXOX
1862,X,7,O.XXX.XOO
1863,X,5,O.XOX.X..
1864,draw,9,XOXXXOOXO
1865,X,9,XXXOXOOXO
1866,O,6,X.O.OXOX.
1867,draw,9,OXXXXOOOX
1868,draw,9,OXXXXOOOX
1869,draw,9,OXOXXOXOX
1870,X,5,OO.XXX...
1871,draw,9,OXXXOOXOX
1872,draw,9,OXOOXXXOX
1873,draw,9,OXOXXOXOX
1874,X,9,OXXXXOOXO
1875,draw,9,XXOOOXXOX
1876,O,6,OOO.XX.X.
1877,X,5,O..XXX..O
1878,O,6,X.X.X.OOO
1879,X,9,OXXXXOOXO
1880,draw,9,XOOOXXXXO
1881,X,5,X.OX..X.O
1882,O,8,X.OXXOOXO
1883,X,5,X.OX..X.O
1884,X,7,XOO.O.XXX
1885,X,9,XXOOXXOXO
1886,draw,9,OXOXOXXOX
1887,O,8,XOXOO.XOX
1888,draw,9,OXOXOXXOX
1889,X,7,XO.OO.XXX
1890,O,8,XOO.OXOXX
1891,X,7,XXXO.OX.O
1892,X,7,XO.OO.XXX
1893,O,6,XO..O.XOX
1894,O,8,XXOOOOXX.
1895,O,8,.XXXXOOOO
1896,draw,9,XXOOXXXOO
1897,X,7,XO.XXOX.O
1898,X,9,XOXOXXXOO
1899,draw,9,XOOOXXXXO
1900,draw,9,XOOOXXXXO
1901,X,5,X.O.X.O.X
1902,X,5,O.X.OX..X
1903,X,5,XOOX..X..
1904,X,5,X..OX.O.X
1905,O,8,XOX.XXOOO
1906,X,9,XOOOOXXXX
1907,O,8,XOXOOOXX.
1908,X,5,O.X..XO.X
1909,X,5,O.X..XO.X
1910,O,8,OXXO.XOXO
1911,X,5,O.XO.X..X
1912,O,8,O.XOXXOXO
1913,O,8,XO.OOXXOX
1914,draw,9,XOXOXXOXO
1915,X,7,XXOOX.O.X
1916,X,5,X...XOO.X
1917,X,9,OOXXXXOOX
1918,O,8,.XXOXXOOO
1919,draw,9,OOXXXOOXX
1920,draw,9,OXXXXOOOX
1921,X,7,XOO.XXO.X
1922,X,7,X..OXOXOX
1923,X,9,XOXXXOOOX
1924,X,7,XOO.X.OXX
1925,X,7,O.OXXXO.X
1926,O,6,OOOXX..X.
1927,draw,9,XOXXXOOXO
1928,X,9,XOXOXOXXO
1929,X,5,.OX.X.XO.
1930,X,5,X...XOO.X
1931,X,9,OOXXXXXOO
1932,X,7,.OOXXXXO.
1933,X,7,XOOXXOX..
1934,O,6,XO.XO..OX
1935,O,6,.X.OOOX.X
1936,draw,9,OXOOXXXOX
1937,X,9,XXOOXXOOX
1938,O,8,XXO.XXOOO
1939,X,5,.XO.X..XO
1940,X,7,OO..XOXXX
1941,X,5,OX..X..XO
1942,X,7,OX..XXOXO
1943,X,7,XXX.OO.OX
1944,X,5,.XO.X..XO
1945,X,7,X.OXO.XXO
1946,X,5,.XO.XO.X.
1947,X,7,O..XXXOOX
1948,draw,9,OXXXOOXOX
1949,X,7,XO.XXOO.X
1950,X,5,O.OXXX...
1951,O,6,OXXOX.O..
1952,O,8,OOOXXO.XX
1953,X,5,O..XXX..O
1954,X,5,.X.OX..XO
1955,X,7,OXO.X.XXO
1956,X,9,OOXOXXXOX
1957,X,9,OXXXXOXOO
1958,X,5,OX..X..XO
1959,draw,9,XXOOOXXXO
1960,X,7,XO.XXOXO.
1961,draw,9,OXXXXOOOX
1962,X,9,OXXXXOXOO
1963,X,5,..OXXX.O.
1964,draw,9,OXOXXOXOX
1965,draw,9,XOXOXXOXO
1966,X,7,OXOXXO.X.
1967,O,8,O.OXXOXXO
1968,O,8,OOOOXX.XX
1969,X,7,OXOXXX..O
1970,X,7,OXOXX.OX.
1971,draw,9,OXOXXOXOX
1972,draw,9,OXOXXOXOX
1973,draw,9,OXOXXOXOX
1974,X,9,OXXXXOXOO
1975,X,9,OOXOXXXXO
1976,draw,9,OXOXXOXOX
1977,O,6,O.XOXXO..
1978,draw,9,OXOXXOXOX
1979,X,7,XXX.OOX.O
1980,X,7,OOXO..XXX
1981,draw,9,OXOXOXXOX
1982,draw,9,OXOXOXXOX
1983,draw,9,OXOXOXXOX
1984,draw,9,OXOXOXXOX
1985,draw,9,XXOOOXXOX
1986,draw,9,OXOXXOXOX
1987,draw,9,OXOXOXXOX
1988,draw,9,OXXXXOOOX
1989,draw,9,OXXXOOOXX
1990,X,7,OX..OOXXX
1991,X,7,XXX.OOXO.
1992,O,8,XOXXOX.OO
1993,O,6,.XXOOOX..
1994,O,8,.XXXOXOOO
1995,O,6,.XXOOOX..
1996,draw,9,OXXXXOOOX
1997,X,7,X.OO.OXXX
1998,O,6,..O.XOXXO
1999,O,6,OXXOX.O..
2000,O,8,XOXXOO.OX
2001,draw,9,XOXXOOOXX
2002,O,6,.X.OOO.XX
2003,draw,9,OXXXXOOOX
2004,draw,9,OXXXOOXOX
2005,draw,9,XXOOOXXOX
2006,O,8,OXO.OXOXX
2007,O,8,OXO.OXXXO
2008,draw,9,OXOXXOXOX
2009,O,6,OOO.XX.X.
2010,X,5,XO.X..XO.
2011,X,7,XOO.XXO.X
2012,X,7,XO..OOXXX
2013,X,7,XO.XOXX.O
2014,draw,9,XXOOOXXXO
2015,draw,9,XXOOOXXXO
2016,draw,9,XXOOOXXOX
2017,draw,9,XXOOXXXOO
2018,draw,9,XXOOXXXOO
2019,draw,9,XXOOOXXOX
2020,draw,9,XXOOXXXOO
2021,O,6,XXO.OXO..
2022,O,6,OX..OXX.O
2023,X,7,XO.XXX.OO
2024,draw,9,XXOOOXXXO
2025,X,5,X.OX..X.O
2026,O,8,XXO.XXOOO
2027,X,7,XOOXX..OX
2028,draw,9,OXOXOXXOX
2029,O,6,XO.XO..OX
2030,draw,9,OXXXXOOOX
2031,X,7,XOXXOOX..
2032,X,9,XOOXXXXOO
2033,X,7,X.OOXXO.X
2034,X,5,X..X..XOO
2035,X,9,OXOXXXXOO
2036,draw,9,XOOOXXXXO
2037,X,7,X.O.OOXXX
2038,O,8,XXOXOOO.X
2039,O,8,XX.OOOOXX
2040,draw,9,XOXXOXOXO
2041,X,7,XXX.XOO.O
2042,draw,9,XOXOOXXXO
2043,X,7,O.OXXXO.X
2044,X,5,X..XO.XO.
2045,O,8,XO.OOXXOX
2046,X,9,XXXXOOOXO
2047,X,9,XXOXOXXOO
2048,X,5,XXXOO....
2049,O,8,XOXOOO.XX
2050,draw,9,XXOOXXXOO
2051,X,9,XOOOXOXXX
2052,X,7,XOOOXX..X
2053,X,9,XOOOXOXXX
2054,O,6,X...XXOOO
2055,O,6,X.XX..OOO
2056,X,5,...XXXOO.
2057,X,9,OXOOXXXXO
2058,O,8,OX.OXXOOX
2059,X,9,XXXOOXOXO
2060,O,8,OXXOXOO.X
2061,X,7,O.XXXXO.O
2062,O,8,OXXOOX.XO
2063,O,6,.XOX.O.XO
2064,X,7,.X.OXXOXO
2065,O,8,XO.OOXXOX
2066,X,9,XOXOXXXOO
2067,O,6,O..XOX.XO
2068,X,7,XOX.XOX.O
2069,O,8,XOXXOXOO.
2070,X,5,X..X..XOO
2071,X,7,XOX.XOXO.
2072,X,7,XXXOO.X.O
2073,X,5,X.OX..X.O
2074,X,7,OX..XOOXX
2075,X,7,.XX.XOOXO
2076,O,8,XOO.XOXXO
2077,draw,9,XOOOXXXXO
2078,X,7,XO.XXO.OX
2079,X,7,XOXOX.X.O
2080,X,7,XO.OX.XOX
2081,X,7,XXX..OOXO
2082,draw,9,XOXOOXXXO
2083,O,8,XOO.XOXXO
2084,X,5,XO.X..X.O
2085,X,7,XOO..OXXX
2086,X,7,XOOXX.X.O
2087,draw,9,OXOXOXXOX
2088,O,8,XXOXO.OOX
2089,X,7,XOOXXX.O.
2090,O,8,X.OXOXOOX
2091,X,9,XOOOOXXXX
2092,X,7,XOO.XXO.X
2093,X,7,X.O.OOXXX
2094,X,7,X.OXXXO.O
2095,O,8,XXOXO.OOX
2096,X,7,XXXOO.X.O
2097,O,6,X..XX.OOO
2098,X,5,.X..XO.XO
2099,X,9,OXOXXOOXX
2100,O,8,XOOXXO.XO
2101,O,8,O.OXXOXXO
2102,O,6,XOX.O.XO.
2103,X,5,X..XO.X.O
2104,O,8,XOXXO.OOX
2105,draw,9,XXOOOXXOX
2106,X,7,XX.X.OXOO
2107,X,5,XXX.O..O.
2108,X,7,XOOXX.X.O
2109,X,5,XXXO...O.
2110,X,7,XXX..OOOX
2111,X,7,XOOOXX..X
2112,X,7,XXXOO..OX
2113,X,7,XXOXO.XO.
2114,X,7,XOXXOOX..
2115,X,7,O.XXXOXO.
2116,X,7,XXXXOOO..
2117,O,8,XXOX.XOOO
2118,draw,9,XOXXOXOXO
2119,X,7,X.O.XXOOX
2120,X,5,XXXO.O...
2121,draw,9,XOXXOXOXO
2122,O,8,XXOX.XOOO
2123,draw,9,XOXOXXOXO
2124,O,8,X.OXOXOOX
2125,O,8,OXXOOXOX.
2126,O,8,XOX.OXXOO
2127,X,7,XXXO.XO.O
2128,X,9,OXXXXOXOO
2129,draw,9,XOOOXXXXO
2130,draw,9,XOXOXXOXO
2131,draw,9,OXXXXOOOX
2132,X,7,XOOXX..OX
2133,X,7,.OXXXOX.O
2134,draw,9,OXXXXOOOX
2135,X,7,OX.XXOOX.
2136,draw,9,OXXXXOOOX
2137,draw,9,OXOXXOXOX
2138,draw,9,OXXXXOOOX
2139,draw,9,OXXXXOOOX
2140,X,9,OXOXXXOOX
2141,draw,9,OXOXXOXOX
2142,X,5,O..XXX..O
2143,O,6,..XXX.OOO
2144,X,5,XXX.O.O..
2145,draw,9,OXXXXOOOX
2146,draw,9,OOXXXOOXX
2147,X,5,.O.XXX..O
2148,X,5,X.OX..X.O
2149,X,5,XO.XO.X..
2150,X,5,..X.OXO.X
2151,X,9,OXXXXOOXO
2152,X,5,.OX.X.XO.
2153,X,7,X..XXOOOX
2154,draw,9,OXXXXOOOX
2155,draw,9,OXOXXOXOX
2156,O,6,OOOXX.X..
2157,O,8,XXO.OXOXO
2158,O,8,XOXOOO.XX
2159,X,5,.OO...XXX
2160,X,7,X..XOOXOX
2161,X,7,O.X.XOXXO
2162,X,9,OXOXXOOXX
2163,X,7,OX.XXOOX.
2164,draw,9,OXOXXOXOX
2165,draw,9,OXXXXOOOX
2166,X,7,..XOOXXOX
2167,O,8,O.XOXOOXX
2168,draw,9,XXOOOXXOX
2169,O,6,.O..OXXOX
2170,X,7,O.X.OXXOX
2171,X,5,X.O.X..OX
2172,O,6,.O..OXXOX
2173,draw,9,OXOXXOXOX
2174,O,8,XXO.OXOOX
2175,O,8,XXOOOXOX.
2176,draw,9,XXOOOXXOX
2177,draw,9,OXXXXOOOX
2178,X,7,XO.OX.XOX
2179,O,6,.O..OXXOX
2180,draw,9,OXOXXOXOX
2181,draw,9,OXOOXXXOX
2182,O,8,O.XOXXOXO
2183,X,9,OXXXXOXOO
2184,X,5,OX.OX..X.
2185,X,7,XXOXO.XO.
2186,O,6,OOO.X.XX.
2187,X,5,X..OX.O.X
2188,O,8,OOOXXO.XX
2189,draw,9,OXOXOXXOX
2190,X,9,OXXOOXXOX
2191,O,8,X.XOOOXOX
2192,X,9,XXOXOOXOX
2193,X,9,XXOXOOXOX
2194,X,7,X.OOO.XXX
2195,X,7,XXOXO.XO.
2196,draw,9,OXOXXOXOX
2197,X,7,.OXOOXX.X
2198,X,5,.OX..XO.X
2199,draw,9,OXXXOOXOX
2200,O,8,OOXXO.XOX
2201,X,9,XXOXOOXOX
2202,O,8,X.OXOOOXX
2203,X,5,O.X..X.OX
2204,draw,9,OXXXOOXOX
2205,O,6,O.XOX.O.X
2206,X,9,XOXOOXOXX
2207,O,8,OXOXO.OXX
2208,O,8,XOXXOXOO.
2209,X,7,O.XXXOX.O
2210,draw,9,OXXXXOOOX
2211,X,7,OXOXXO.X.
2212,X,7,XOOOX.X.X
2213,O,8,OOOXXOX.X
2214,X,5,OO.XXX...
2215,draw,9,OXOXXOXOX
2216,X,5,XXX.O.O..
2217,X,9,XXOOXXOXO
2218,draw,9,OXXXXOOOX
2219,X,7,O.XXXXOO.
2220,draw,9,OXXXXOOOX
2221,draw,9,OXOXXOXOX
2222,X,7,OOXXXX.O.
2223,O,6,OX.OX.O.X
2224,X,7,X.OXOXX.O
2225,draw,9,OXXXXOOOX
2226,X,7,.OXOXXX.O
2227,X,7,OXOXX.OX.
2228,O,8,XO.OOXXOX
2229,X,9,OOXXXOXOX
2230,X,7,XXX.XOO.O
2231,X,7,XO.XOXX.O
2232,X,7,O.OXXXO.X
2233,X,5,X..OXO..X
2234,X,9,OXXXXOXOO
2235,draw,9,OXXXXOOOX
2236,draw,9,OXOXXOXOX
2237,draw,9,OXXXXOOOX
2238,draw,9,OXOXXOXOX
2239,draw,9,OXXXOOXOX
2240,X,7,.OXXOXO.X
2241,X,7,OXOXXO.X.
2242,draw,9,OXXXXOOOX
2243,X,5,OO.XXX...
2244,draw,9,XXOOOXXXO
2245,X,7,OXOXXO.X.
2246,draw,9,XOOOXXXXO
2247,O,6,OOOXX.X..
2248,X,7,XXX..OOXO
2249,X,7,XO..XXOOX
2250,X,5,XXX...OO.
2251,O,8,XXOOOXO.X
2252,O,8,XXOOOOX.X
2253,X,9,XOOXXXXOO
2254,X,5,.O.XXX..O
2255,draw,9,OXXXXOOOX
2256,draw,9,OXOXXOXOX
2257,draw,9,OXXXXOOOX
2258,X,7,OXOXXX..O
2259,draw,9,OXOXXOXOX
2260,X,7,OO.XXXO.X
2261,X,7,OXOXXO.X.
2262,draw,9,OXXXXOOOX
2263,draw,9,OXOXXOXOX
2264,O,8,XXOOO.OXX
2265,draw,9,XOOOXXXXO
2266,O,8,OOOXXOX.X
2267,O,8,OX.OXXOOX
2268,X,5,X..XO.X.O
2269,X,5,X.OXO.X..
2270,X,7,XO.OO.XXX
2271,O,8,OXOXO.XXO
2272,O,6,XO..O.XOX
2273,X,7,.OXXOXO.X
2274,X,7,.OXXOXO.X
2275,draw,9,XOXOXXOXO
2276,draw,9,OXXXOOOXX
2277,O,6,..OXXOX.O
2278,X,5,..OXXX..O
2279,X,7,O.OXXX.OX
2280,draw,9,OXOXOXXOX
2281,X,7,XX.XO.XOO
2282,X,7,XOOXXX..O
2283,X,7,OX.XXX.OO
2284,X,7,.XOXX.OXO
2285,O,8,O.XXOXOXO
2286,O,8,O.XXOXOXO
2287,O,8,X.OXOXOOX
2288,draw,9,OXXXOOXOX
2289,X,5,X..OX.O.X
2290,draw,9,OXXXXOOOX
2291,X,7,OXOXXO.X.
2292,X,7,OXOOX..XX
2293,X,9,XOXOXOXXO
2294,X,7,OX..XXOXO
2295,draw,9,XOOOXXXXO
2296,O,8,XOOXXO.XO
2297,O,8,XOXXX.OOO
2298,X,7,XOO..OXXX
2299,O,6,X.O..OXXO
2300,O,8,OX.XOXOXO
2301,X,7,XOXO.XO.X
2302,X,7,XXX..OOOX
2303,O,8,.XXOOOOXX
2304,X,9,OOXXOOXXX
2305,X,5,..X.OXO.X
2306,X,9,OXXOXXXOO
2307,O,6,.XXOOOX..
2308,O,8,XOXXOX.OO
2309,draw,9,OXXXOOXOX
2310,O,6,XO..O.XOX
2311,X,9,OXXOXOXOX
2312,X,5,...XXX.OO
2313,X,7,OOX.XXX.O
2314,O,6,..X.XXOOO
2315,X,5,.O.XXX..O
2316,O,8,OOXOX.OXX
2317,O,8,O.XXOXOXO
2318,X,5,...XXX.OO
2319,draw,9,OXOOXXXOX
2320,X,7,O.OXXX.XO
2321,X,5,X...XOO.X
2322,O,6,.O.XO.XOX
2323,X,5,O..XXX.O.
2324,X,9,OXXOOXXOX
2325,X,7,.OX.XXXOO
2326,X,7,O..XXXOOX
2327,draw,9,XOXOXXOXO
2328,X,9,OOXOXXXOX
2329,O,6,OOO.XX.X.
2330,O,6,OOO.XX.X.
2331,X,5,..OXXX..O
2332,X,7,.OXOXXXO.
2333,X,7,XO.OXX.OX
2334,X,7,XO.XXXOO.
2335,X,9,XOOOXOXXX
2336,draw,9,XOXXXOOXO
2337,X,7,XOXOX.X.O
2338,X,9,XOOXXOOXX
2339,X,5,X.OX..XO.
2340,X,7,.XXOXOOX.
2341,X,5,X..OX.O.X
2342,O,8,XOXXO.OOX
2343,draw,9,OOXXXOOXX
2344,draw,9,OOXXXOOXX
2345,draw,9,OOXXXOOXX
2346,O,8,O.OXXOXXO
2347,X,5,XXX..OO..
2348,X,9,XXXXOOOXO
2349,draw,9,XOXXOXOXO
2350,X,5,XXX.O..O.
2351,draw,9,XOXXOOOXX
2352,draw,9,OXOXXOXOX
2353,X,7,OXX.OXO.X
2354,O,8,OXXXOXO.O
2355,X,7,XXOXO.XO.
2356,X,5,XO.X..XO.
2357,X,9,OXOOOXXXX
2358,X,5,X..XOOX..
2359,X,5,XO.X..XO.
2360,draw,9,XOXXOXOXO
2361,O,6,O.XOX.OX.
2362,X,5,O.O...XXX
2363,draw,9,OXOXOXXOX
2364,X,7,XO.XXOX.O
2365,X,5,X.OXO.X..
2366,O,8,.OOXOXXOX
2367,X,5,XO.X..XO.
2368,X,7,XXO.XOOX.
2369,draw,9,XXOOXXXOO
2370,X,7,OOXO..XXX
2371,O,8,.XXOOOOXX
2372,X,5,X..XO.XO.
2373,draw,9,XXOOXXXOO
2374,draw,9,XXOOOXXOX
2375,X,5,XO.X..XO.
2376,draw,9,XOXXOOOXX
2377,X,7,XO.OX.XOX
2378,draw,9,OXXXOOXOX
2379,X,7,OO..XOXXX
2380,X,5,X.OX..XO.
2381,X,7,XXXO.OXO.
2382,draw,9,XXOOXXXOO
2383,draw,9,XXOOXXXOO
2384,X,7,X.OOX.XOX
2385,draw,9,XXOOXXXOO
2386,X,7,.OOXXXXO.
2387,X,5,.X.OX.OX.
2388,X,9,XOXOXXXOO
2389,X,7,X.XOXOXO.
2390,draw,9,XXOOOXXXO
2391,draw,9,XXOOOXXOX
2392,O,8,.XXOOOXXO
2393,X,5,XXXO..O..
2394,O,6,X.X..XOOO
2395,X,7,X.O.XOXOX
2396,X,7,XXXO.OX.O
2397,draw,9,XOOOXXXXO
2398,O,6,XO.XOX.O.
2399,X,7,X.OXO.XOX
2400,X,5,X..XO.XO.
2401,X,9,XOXXOOXXO
2402,X,5,..O..OXXX
2403,O,6,X.XOOOX..
2404,X,9,XXOOXXOXO
2405,O,6,X..OOOXX.
2406,draw,9,XOXXXOOXO
2407,O,8,XXO.XXOOO
2408,X,9,XOXOXOOXX
2409,O,8,XXOXOOOX.
2410,X,7,XXXO.X.OO
2411,X,7,XOXXO.X.O
2412,X,7,XXXXO..OO
2413,X,7,XXXO.OO.X
2414,X,5,XXX.O.O..
2415,O,8,XOXOOXXO.
2416,X,5,.OX..X.OX
2417,O,8,OOXOXXOX.
2418,X,9,OOXOOXXXX
2419,X,7,.OXOOX.XX
2420,O,6,..XOOOXX.
2421,X,5,.OX..X.OX
2422,O,8,XOXX.XOOO
2423,O,8,XXOXX.OOO
2424,O,8,XOXXO.OOX
2425,draw,9,OXXXXOOOX
2426,X,7,.OXOO.XXX
2427,X,9,XOXXOOXXO
2428,O,6,.XXOOOX..
2429,draw,9,XOOOXXXXO
2430,draw,9,XOXOOXXXO
2431,X,9,OXXOXOXOX
2432,O,6,.X.OOOX.X
2433,draw,9,OXOXXOXOX
2434,X,5,O..XXX.O.
2435,draw,9,OXXXXOOOX
2436,O,6,.X.OOOX.X
2437,draw,9,OXOXXOXOX
2438,draw,9,OXXXXOOOX
2439,X,9,OXXXXOXOO
2440,X,7,OO.XXXO.X
2441,X,7,O.XXX.XOO
2442,X,9,OXXXXOXOO
2443,draw,9,OXOXXOXOX
2444,X,9,XOXXXOOOX
2445,draw,9,OXXXXOOOX
2446,draw,9,OXOXXOXOX
2447,X,9,OXXXXOXOO
2448,X,7,XXXOO.O.X
2449,X,7,OOXXXOX..
2450,draw,9,OXOOXXXOX
2451,X,9,OXXOXXXOO
2452,draw,9,OXOXXOXOX
2453,draw,9,OXOOXXXOX
2454,X,7,XOOXXX.O.
2455,X,7,OX.XXOOX.
2456,X,7,XOOXX.O.X
2457,X,5,O..XXX..O
2458,draw,9,OXXXXOOOX
2459,O,8,.XXOXXOOO
2460,X,5,...XXX.OO
2461,X,9,OXXOXXXOO
2462,X,7,O.XXXOXO.
2463,X,7,O.XOXXX.O
2464,O,8,OXXXOO.XO
2465,draw,9,OXXXXOOOX
2466,O,6,OXXXO...O
2467,draw,9,OXXXXOOOX
2468,O,8,X.XOOOOXX
2469,draw,9,OXXXXOOOX
2470,draw,9,OXOXXOXOX
2471,draw,9,OXXXXOOOX
2472,draw,9,XOXXOOOXX
2473,draw,9,OXXXXOOOX
2474,X,9,XXOOXXOOX
2475,X,9,OXXXXOXOO
2476,X,9,OXOXXOOXX
2477,draw,9,OXXXXOOOX
2478,X,7,OXX..XOOX
2479,O,6,OOOXX.X..
2480,X,9,OOXXXXOOX
2481,X,5,O.X..XO.X
2482,X,9,OXXOOXXOX
2483,X,9,XOXOXXOOX
2484,draw,9,OXXXOOOXX
2485,draw,9,OXXXXOOOX
2486,X,7,OXX.XOOX.
2487,X,7,O.X.OXOXX
2488,X,9,XOXOOXOXX
2489,draw,9,XOXXOXOXO
2490,X,7,OOXOXX..X
2491,draw,9,XOXXOXOXO
2492,X,5,.OX..XO.X
2493,X,7,X.OX.XXOO
2494,X,7,XOXX.OXO.
2495,X,7,O.OOX.XXX
2496,draw,9,OXXXOOXOX
2497,X,9,XOXXOOXXO
2498,X,9,XOXOXOOXX
2499,X,5,..X.OXO.X
2500,draw,9,OOXXXOOXX
2501,X,9,OOXXXXOXO
2502,X,7,O.XO.OXXX
2503,X,5,XXXOO....
2504,X,7,XXXOX.O.O
2505,O,8,XOXXOX.OO
2506,X,5,XXX....OO
2507,X,7,.OXXXXO.O
2508,draw,9,XOXOXXOXO
2509,draw,9,XOXXOXOXO
2510,O,8,OOOXXO.XX
2511,O,8,OOXXOX.XO
2512,X,7,OX.OX.XXO
2513,X,5,..XOX.XO.
2514,O,6,X.OXO.OX.
2515,X,7,.X.OXOXXO
2516,draw,9,XOOOXXXXO
2517,draw,9,XOXXOXOXO
2518,X,7,.OOOX.XXX
2519,X,7,XXX..OXOO
2520,O,8,OOOOXXX.X
2521,O,8,OOOOXXX.X
2522,draw,9,OXXXOOXOX
2523,X,9,XOXOXOOXX
2524,O,6,XOX.OX.O.
2525,O,8,OOXXO.XXO
2526,draw,9,XOXXXOOXO
2527,O,6,.XXOOO..X
2528,X,7,OOX.XX.OX
2529,O,8,OOOXXOXX.
2530,draw,9,OXOXXOXOX
2531,draw,9,OXOOXXXOX
2532,X,7,OOX.X.XOX
2533,X,7,OOX.O.XXX
2534,X,5,OX..X.OX.
2535,O,8,OOOOXX.XX
2536,X,7,XXOOX.O.X
2537,O,8,OOOOXXX.X
2538,X,5,.OXO.X..X
2539,X,7,OOX.XOX.X
2540,X,9,OOXXXXOOX
2541,O,8,.OXXOXXOO
2542,X,7,X.OOX.XOX
2543,draw,9,XOXOOXXXO
2544,X,9,OXXXOXOOX
