game,agent_mark,ply,board,player,action,after
152,X,6,XOO.X.X..,O,7,XOO.X.XO.
152,X,7,XOO.X.XO.,X,8,XOO.X.XOX
153,O,1,.........,X,7,.......X.
153,O,2,.......X.,O,0,O......X.
153,O,3,O......X.,X,3,O..X...X.
153,O,4,O..X...X.,O,2,O.OX...X.
153,O,5,O.OX...X.,X,4,O.OXX..X.
153,O,6,O.OXX..X.,O,8,O.OXX..XO
153,O,7,O.OXX..XO,X,1,OXOXX..XO
154,X,1,.........,X,8,........X
154,X,2,........X,O,1,.O......X
154,X,3,.O......X,X,0,XO......X
154,X,4,XO......X,O,2,XOO.....X
154,X,5,XOO.....X,X,4,XOO.X...X
155,O,1,.........,X,4,....X....
155,O,2,....X....,O,0,O...X....
155,O,3,O...X....,X,1,OX..X....
155,O,4,OX..X....,O,7,OX..X..O.
155,O,5,OX..X..O.,X,3,OX.XX..O.
155,O,6,OX.XX..O.,O,8,OX.XX..OO
155,O,7,OX.XX..OO,X,6,OX.XX.XOO
155,O,8,OX.XX.XOO,O,2,OXOXX.XOO
155,O,9,OXOXX.XOO,X,5,OXOXXXXOO
156,X,1,.........,X,5,.....X...
156,X,2,.....X...,O,1,.O...X...
156,X,3,.O...X...,X,7,.O...X.X.
156,X,4,.O...X.X.,O,2,.OO..X.X.
156,X,5,.OO..X.X.,X,6,.OO..XXX.
156,X,6,.OO..XXX.,O,3,.OOO.XXX.
156,X,7,.OOO.XXX.,X,4,.OOOXXXX.
156,X,8,.OOOXXXX.,O,8,.OOOXXXXO
156,X,9,.OOOXXXXO,X,0,XOOOXXXXO
157,O,1,.........,X,5,.....X...
157,O,2,.....X...,O,0,O....X...
157,O,3,O....X...,X,7,O....X.X.
157,O,4,O....X.X.,O,2,O.O..X.X.
157,O,5,O.O..X.X.,X,6,O.O..XXX.
157,O,6,O.O..XXX.,O,1,OOO..XXX.
158,X,1,.........,X,1,.X.......
158,X,2,.X.......,O,6,.X....O..
158,X,3,.X....O..,X,7,.X....OX.
158,X,4,.X....OX.,O,4,.X..O.OX.
158,X,5,.X..O.OX.,X,3,.X.XO.OX.
158,X,6,.X.XO.OX.,O,2,.XOXO.OX.
159,O,1,.........,X,3,...X.....
159,O,2,...X.....,O,7,...X...O.
159,O,3,...X...O.,X,2,..XX...O.
159,O,4,..XX...O.,O,8,..XX...OO
159,O,5,..XX...OO,X,0,X.XX...OO
159,O,6,X.XX...OO,O,6,X.XX..OOO
160,X,1,.........,X,1,.X.......
160,X,2,.X.......,O,8,.X......O
160,X,3,.X......O,X,0,XX......O
160,X,4,XX......O,O,7,XX.....OO
160,X,5,XX.....OO,X,5,XX...X.OO
160,X,6,XX...X.OO,O,4,XX..OX.OO
160,X,7,XX..OX.OO,X,6,XX..OXXOO
160,X,8,XX..OXXOO,O,2,XXO.OXXOO
160,X,9,XXO.OXXOO,X,3,XXOXOXXOO
161,O,1,.........,X,1,.X.......
161,O,2,.X.......,O,7,.X.....O.
161,O,3,.X.....O.,X,2,.XX....O.
161,O,4,.XX....O.,O,0,OXX....O.
161,O,5,OXX....O.,X,5,OXX..X.O.
161,O,6,OXX..X.O.,O,4,OXX.OX.O.
161,O,7,OXX.OX.O.,X,6,OXX.OXXO.
161,O,8,OXX.OXXO.,O,3,OXXOOXXO.
161,O,9,OXXOOXXO.,X,8,OXXOOXXOX
162,X,1,.........,X,6,......X..
162,X,2,......X..,O,2,..O...X..
162,X,3,..O...X..,X,4,..O.X.X..
162,X,4,..O.X.X..,O,5,..O.XOX..
162,X,5,..O.XOX..,X,0,X.O.XOX..
162,X,6,X.O.XOX..,O,8,X.O.XOX.O
163,O,1,.........,X,5,.....X...
163,O,2,.....X...,O,0,O....X...
163,O,3,O....X...,X,8,O....X..X
163,O,4,O....X..X,O,1,OO...X..X
163,O,5,OO...X..X,X,4,OO..XX..X
163,O,6,OO..XX..X,O,6,OO..XXO.X
163,O,7,OO..XXO.X,X,2,OOX.XXO.X
164,X,1,.........,X,8,........X
164,X,2,........X,O,7,.......OX
164,X,3,.......OX,X,5,.....X.OX
164,X,4,.....X.OX,O,1,.O...X.OX
164,X,5,.O...X.OX,X,6,.O...XXOX
164,X,6,.O...XXOX,O,3,.O.O.XXOX
164,X,7,.O.O.XXOX,X,0,XO.O.XXOX
164,X,8,XO.O.XXOX,O,4,XO.OOXXOX
165,O,1,.........,X,1,.X.......
165,O,2,.X.......,O,5,.X...O...
165,O,3,.X...O...,X,6,.X...OX..
165,O,4,.X...OX..,O,7,.X...OXO.
165,O,5,.X...OXO.,X,2,.XX..OXO.
165,O,6,.XX..OXO.,O,3,.XXO.OXO.
165,O,7,.XXO.OXO.,X,4,.XXOXOXO.
166,X,1,.........,X,8,........X
166,X,2,........X,O,6,......O.X
166,X,3,......O.X,X,5,.....XO.X
166,X,4,.....XO.X,O,0,O....XO.X
166,X,5,O....XO.X,X,1,OX...XO.X
166,X,6,OX...XO.X,O,3,OX.O.XO.X
167,O,1,.........,X,8,........X
167,O,2,........X,O,6,......O.X
167,O,3,......O.X,X,5,.....XO.X
167,O,4,.....XO.X,O,0,O....XO.X
167,O,5,O....XO.X,X,1,OX...XO.X
167,O,6,OX...XO.X,O,7,OX...XOOX
167,O,7,OX...XOOX,X,2,OXX..XOOX
168,X,1,.........,X,5,.....X...
168,X,2,.....X...,O,0,O....X...
168,X,3,O....X...,X,7,O....X.X.
168,X,4,O....X.X.,O,2,O.O..X.X.
168,X,5,O.O..X.X.,X,3,O.OX.X.X.
168,X,6,O.OX.X.X.,O,4,O.OXOX.X.
168,X,7,O.OXOX.X.,X,1,OXOXOX.X.
168,X,8,OXOXOX.X.,O,6,OXOXOXOX.
169,O,1,.........,X,0,X........
169,O,2,X........,O,7,X......O.
169,O,3,X......O.,X,5,X....X.O.
169,O,4,X....X.O.,O,6,X....XOO.
169,O,5,X....XOO.,X,4,X...XXOO.
169,O,6,X...XXOO.,O,1,XO..XXOO.
169,O,7,XO..XXOO.,X,2,XOX.XXOO.
169,O,8,XOX.XXOO.,O,3,XOXOXXOO.
169,O,9,XOXOXXOO.,X,8,XOXOXXOOX
170,X,1,.........,X,2,..X......
170,X,2,..X......,O,6,..X...O..
170,X,3,..X...O..,X,4,..X.X.O..
170,X,4,..X.X.O..,O,8,..X.X.O.O
170,X,5,..X.X.O.O,X,1,.XX.X.O.O
170,X,6,.XX.X.O.O,O,7,.XX.X.OOO
171,O,1,.........,X,0,X........
171,O,2,X........,O,6,X.....O..
171,O,3,X.....O..,X,2,X.X...O..
171,O,4,X.X...O..,O,5,X.X..OO..
171,O,5,X.X..OO..,X,1,XXX..OO..
172,X,1,.........,X,0,X........
172,X,2,X........,O,2,X.O......
172,X,3,X.O......,X,7,X.O....X.
172,X,4,X.O....X.,O,8,X.O....XO
172,X,5,X.O....XO,X,4,X.O.X..XO
172,X,6,X.O.X..XO,O,5,X.O.XO.XO
173,O,1,.........,X,6,......X..
173,O,2,......X..,O,3,...O..X..
173,O,3,...O..X..,X,7,...O..XX.
173,O,4,...O..XX.,O,8,...O..XXO
173,O,5,...O..XXO,X,4,...OX.XXO
173,O,6,...OX.XXO,O,1,.O.OX.XXO
173,O,7,.O.OX.XXO,X,2,.OXOX.XXO
174,X,1,.........,X,4,....X....
174,X,2,....X....,O,1,.O..X....
174,X,3,.O..X....,X,2,.OX.X....
174,X,4,.OX.X....,O,0,OOX.X....
174,X,5,OOX.X....,X,5,OOX.XX...
174,X,6,OOX.XX...,O,8,OOX.XX..O
174,X,7,OOX.XX..O,X,6,OOX.XXX.O
175,O,1,.........,X,6,......X..
175,O,2,......X..,O,4,....O.X..
175,O,3,....O.X..,X,8,....O.X.X
175,O,4,....O.X.X,O,1,.O..O.X.X
175,O,5,.O..O.X.X,X,0,XO..O.X.X
175,O,6,XO..O.X.X,O,2,XOO.O.X.X
175,O,7,XOO.O.X.X,X,7,XOO.O.XXX
176,X,1,.........,X,5,.....X...
176,X,2,.....X...,O,7,.....X.O.
176,X,3,.....X.O.,X,4,....XX.O.
176,X,4,....XX.O.,O,3,...OXX.O.
176,X,5,...OXX.O.,X,0,X..OXX.O.
176,X,6,X..OXX.O.,O,1,XO.OXX.O.
176,X,7,XO.OXX.O.,X,6,XO.OXXXO.
176,X,8,XO.OXXXO.,O,8,XO.OXXXOO
176,X,9,XO.OXXXOO,X,2,XOXOXXXOO
177,O,1,.........,X,0,X........
177,O,2,X........,O,4,X...O....
177,O,3,X...O....,X,1,XX..O....
177,O,4,XX..O....,O,8,XX..O...O
177,O,5,XX..O...O,X,5,XX..OX..O
177,O,6,XX..OX..O,O,3,XX.OOX..O
177,O,7,XX.OOX..O,X,7,XX.OOX.XO
177,O,8,XX.OOX.XO,O,6,XX.OOXOXO
177,O,9,XX.OOXOXO,X,2,XXXOOXOXO
178,X,1,.........,X,3,...X.....
178,X,2,...X.....,O,4,...XO....
178,X,3,...XO....,X,5,...XOX...
178,X,4,...XOX...,O,8,...XOX..O
178,X,5,...XOX..O,X,0,X..XOX..O
178,X,6,X..XOX..O,O,2,X.OXOX..O
178,X,7,X.OXOX..O,X,6,X.OXOXX.O
179,O,1,.........,X,4,....X....
179,O,2,....X....,O,1,.O..X....
179,O,3,.O..X....,X,6,.O..X.X..
179,O,4,.O..X.X..,O,2,.OO.X.X..
179,O,5,.OO.X.X..,X,3,.OOXX.X..
179,O,6,.OOXX.X..,O,7,.OOXX.XO.
179,O,7,.OOXX.XO.,X,0,XOOXX.XO.
180,X,1,.........,X,5,.....X...
180,X,2,.....X...,O,0,O....X...
180,X,3,O....X...,X,3,O..X.X...
180,X,4,O..X.X...,O,2,O.OX.X...
180,X,5,O.OX.X...,X,7,O.OX.X.X.
180,X,6,O.OX.X.X.,O,6,O.OX.XOX.
180,X,7,O.OX.XOX.,X,1,OXOX.XOX.
180,X,8,OXOX.XOX.,O,4,OXOXOXOX.
181,O,1,.........,X,6,......X..
181,O,2,......X..,O,1,.O....X..
181,O,3,.O....X..,X,0,XO....X..
181,O,4,XO....X..,O,3,XO.O..X..
181,O,5,XO.O..X..,X,7,XO.O..XX.
181,O,6,XO.O..XX.,O,8,XO.O..XXO
181,O,7,XO.O..XXO,X,2,XOXO..XXO
181,O,8,XOXO..XXO,O,4,XOXOO.XXO
181,O,9,XOXOO.XXO,X,5,XOXOOXXXO
182,X,1,.........,X,3,...X.....
182,X,2,...X.....,O,6,...X..O..
182,X,3,...X..O..,X,1,.X.X..O..
182,X,4,.X.X..O..,O,8,.X.X..O.O
182,X,5,.X.X..O.O,X,7,.X.X..OXO
182,X,6,.X.X..OXO,O,2,.XOX..OXO
182,X,7,.XOX..OXO,X,5,.XOX.XOXO
182,X,8,.XOX.XOXO,O,0,OXOX.XOXO
182,X,9,OXOX.XOXO,X,4,OXOXXXOXO
183,O,1,.........,X,6,......X..
183,O,2,......X..,O,8,......X.O
183,O,3,......X.O,X,4,....X.X.O
183,O,4,....X.X.O,O,0,O...X.X.O
183,O,5,O...X.X.O,X,1,OX..X.X.O
183,O,6,OX..X.X.O,O,2,OXO.X.X.O
183,O,7,OXO.X.X.O,X,7,OXO.X.XXO
184,X,1,.........,X,6,......X..
184,X,2,......X..,O,2,..O...X..
184,X,3,..O...X..,X,8,..O...X.X
184,X,4,..O...X.X,O,4,..O.O.X.X
184,X,5,..O.O.X.X,X,3,..OXO.X.X
184,X,6,..OXO.X.X,O,1,.OOXO.X.X
184,X,7,.OOXO.X.X,X,0,XOOXO.X.X
185,O,1,.........,X,8,........X
185,O,2,........X,O,3,...O....X
185,O,3,...O....X,X,6,...O..X.X
185,O,4,...O..X.X,O,5,...O.OX.X
185,O,5,...O.OX.X,X,2,..XO.OX.X
185,O,6,..XO.OX.X,O,1,.OXO.OX.X
185,O,7,.OXO.OX.X,X,4,.OXOXOX.X
186,X,1,.........,X,8,........X
186,X,2,........X,O,0,O.......X
186,X,3,O.......X,X,2,O.X.....X
186,X,4,O.X.....X,O,7,O.X....OX
186,X,5,O.X....OX,X,3,O.XX...OX
186,X,6,O.XX...OX,O,5,O.XX.O.OX
186,X,7,O.XX.O.OX,X,6,O.XX.OXOX
186,X,8,O.XX.OXOX,O,1,OOXX.OXOX
186,X,9,OOXX.OXOX,X,4,OOXXXOXOX
187,O,1,.........,X,3,...X.....
187,O,2,...X.....,O,2,..OX.....
187,O,3,..OX.....,X,7,..OX...X.
187,O,4,..OX...X.,O,4,..OXO..X.
187,O,5,..OXO..X.,X,1,.XOXO..X.
187,O,6,.XOXO..X.,O,0,OXOXO..X.
187,O,7,OXOXO..X.,X,8,OXOXO..XX
187,O,8,OXOXO..XX,O,6,OXOXO.OXX
188,X,1,.........,X,0,X........
188,X,2,X........,O,5,X....O...
188,X,3,X....O...,X,2,X.X..O...
188,X,4,X.X..O...,O,3,X.XO.O...
188,X,5,X.XO.O...,X,7,X.XO.O.X.
188,X,6,X.XO.O.X.,O,4,X.XOOO.X.
189,O,1,.........,X,4,....X....
189,O,2,....X....,O,5,....XO...
189,O,3,....XO...,X,1,.X..XO...
189,O,4,.X..XO...,O,0,OX..XO...
189,O,5,OX..XO...,X,2,OXX.XO...
189,O,6,OXX.XO...,O,6,OXX.XOO..
189,O,7,OXX.XOO..,X,8,OXX.XOO.X
189,O,8,OXX.XOO.X,O,3,OXXOXOO.X
190,X,1,.........,X,2,..X......
190,X,2,..X......,O,6,..X...O..
190,X,3,..X...O..,X,5,..X..XO..
190,X,4,..X..XO..,O,7,..X..XOO.
190,X,5,..X..XOO.,X,1,.XX..XOO.
190,X,6,.XX..XOO.,O,0,OXX..XOO.
190,X,7,OXX..XOO.,X,4,OXX.XXOO.
190,X,8,OXX.XXOO.,O,8,OXX.XXOOO
191,O,1,.........,X,3,...X.....
191,O,2,...X.....,O,6,...X..O..
191,O,3,...X..O..,X,7,...X..OX.
191,O,4,...X..OX.,O,2,..OX..OX.
191,O,5,..OX..OX.,X,1,.XOX..OX.
191,O,6,.XOX..OX.,O,0,OXOX..OX.
191,O,7,OXOX..OX.,X,5,OXOX.XOX.
191,O,8,OXOX.XOX.,O,8,OXOX.XOXO
191,O,9,OXOX.XOXO,X,4,OXOXXXOXO
192,X,1,.........,X,5,.....X...
192,X,2,.....X...,O,3,...O.X...
192,X,3,...O.X...,X,7,...O.X.X.
192,X,4,...O.X.X.,O,4,...OOX.X.
192,X,5,...OOX.X.,X,8,...OOX.XX
192,X,6,...OOX.XX,O,0,O..OOX.XX
192,X,7,O..OOX.XX,X,1,OX.OOX.XX
192,X,8,OX.OOX.XX,O,6,OX.OOXOXX
193,O,1,.........,X,1,.X.......
193,O,2,.X.......,O,6,.X....O..
193,O,3,.X....O..,X,2,.XX...O..
193,O,4,.XX...O..,O,5,.XX..OO..
193,O,5,.XX..OO..,X,4,.XX.XOO..
193,O,6,.XX.XOO..,O,7,.XX.XOOO.
193,O,7,.XX.XOOO.,X,3,.XXXXOOO.
193,O,8,.XXXXOOO.,O,0,OXXXXOOO.
193,O,9,OXXXXOOO.,X,8,OXXXXOOOX
194,X,1,.........,X,7,.......X.
194,X,2,.......X.,O,5,.....O.X.
194,X,3,.....O.X.,X,1,.X...O.X.
194,X,4,.X...O.X.,O,3,.X.O.O.X.
194,X,5,.X.O.O.X.,X,2,.XXO.O.X.
194,X,6,.XXO.O.X.,O,8,.XXO.O.XO
194,X,7,.XXO.O.XO,X,4,.XXOXO.XO
195,O,1,.........,X,1,.X.......
195,O,2,.X.......,O,6,.X....O..
195,O,3,.X....O..,X,8,.X....O.X
195,O,4,.X....O.X,O,0,OX....O.X
195,O,5,OX....O.X,X,3,OX.X..O.X
195,O,6,OX.X..O.X,O,7,OX.X..OOX
195,O,7,OX.X..OOX,X,4,OX.XX.OOX
195,O,8,OX.XX.OOX,O,2,OXOXX.OOX
195,O,9,OXOXX.OOX,X,5,OXOXXXOOX
196,X,1,.........,X,1,.X.......
196,X,2,.X.......,O,4,.X..O....
196,X,3,.X..O....,X,2,.XX.O....
196,X,4,.XX.O....,O,3,.XXOO....
196,X,5,.XXOO....,X,5,.XXOOX...
196,X,6,.XXOOX...,O,6,.XXOOXO..
196,X,7,.XXOOXO..,X,7,.XXOOXOX.
196,X,8,.XXOOXOX.,O,0,OXXOOXOX.
197,O,1,.........,X,7,.......X.
197,O,2,.......X.,O,0,O......X.
197,O,3,O......X.,X,1,OX.....X.
197,O,4,OX.....X.,O,2,OXO....X.
197,O,5,OXO....X.,X,8,OXO....XX
197,O,6,OXO....XX,O,5,OXO..O.XX
197,O,7,OXO..O.XX,X,6,OXO..OXXX
198,X,1,.........,X,8,........X
198,X,2,........X,O,6,......O.X
198,X,3,......O.X,X,7,......OXX
198,X,4,......OXX,O,5,.....OOXX
198,X,5,.....OOXX,X,0,X....OOXX
198,X,6,X....OOXX,O,3,X..O.OOXX
198,X,7,X..O.OOXX,X,2,X.XO.OOXX
198,X,8,X.XO.OOXX,O,1,XOXO.OOXX
198,X,9,XOXO.OOXX,X,4,XOXOXOOXX
199,O,1,.........,X,3,...X.....
199,O,2,...X.....,O,6,...X..O..
199,O,3,...X..O..,X,5,...X.XO..
199,O,4,...X.XO..,O,0,O..X.XO..
199,O,5,O..X.XO..,X,2,O.XX.XO..
199,O,6,O.XX.XO..,O,8,O.XX.XO.O
199,O,7,O.XX.XO.O,X,1,OXXX.XO.O
199,O,8,OXXX.XO.O,O,7,OXXX.XOOO
200,X,1,.........,X,8,........X
200,X,2,........X,O,2,..O.....X
200,X,3,..O.....X,X,3,..OX....X
200,X,4,..OX....X,O,1,.OOX....X
200,X,5,.OOX....X,X,6,.OOX..X.X
200,X,6,.OOX..X.X,O,7,.OOX..XOX
200,X,7,.OOX..XOX,X,0,XOOX..XOX
201,O,1,.........,X,2,..X......
201,O,2,..X......,O,7,..X....O.
201,O,3,..X....O.,X,3,..XX...O.
201,O,4,..XX...O.,O,5,..XX.O.O.
201,O,5,..XX.O.O.,X,8,..XX.O.OX
201,O,6,..XX.O.OX,O,6,..XX.OOOX
201,O,7,..XX.OOOX,X,0,X.XX.OOOX
201,O,8,X.XX.OOOX,O,1,XOXX.OOOX
201,O,9,XOXX.OOOX,X,4,XOXXXOOOX
202,X,1,.........,X,2,..X......
202,X,2,..X......,O,0,O.X......
202,X,3,O.X......,X,4,O.X.X....
202,X,4,O.X.X....,O,3,O.XOX....
202,X,5,O.XOX....,X,7,O.XOX..X.
202,X,6,O.XOX..X.,O,8,O.XOX..XO
202,X,7,O.XOX..XO,X,1,OXXOX..XO
203,O,1,.........,X,4,....X....
203,O,2,....X....,O,0,O...X....
203,O,3,O...X....,X,1,OX..X....
203,O,4,OX..X....,O,7,OX..X..O.
203,O,5,OX..X..O.,X,3,OX.XX..O.
203,O,6,OX.XX..O.,O,8,OX.XX..OO
203,O,7,OX.XX..OO,X,2,OXXXX..OO
203,O,8,OXXXX..OO,O,6,OXXXX.OOO
204,X,1,.........,X,7,.......X.
204,X,2,.......X.,O,2,..O....X.
204,X,3,..O....X.,X,3,..OX...X.
204,X,4,..OX...X.,O,6,..OX..OX.
204,X,5,..OX..OX.,X,0,X.OX..OX.
204,X,6,X.OX..OX.,O,4,X.OXO.OX.
205,O,1,.........,X,5,.....X...
205,O,2,.....X...,O,7,.....X.O.
205,O,3,.....X.O.,X,2,..X..X.O.
205,O,4,..X..X.O.,O,8,..X..X.OO
205,O,5,..X..X.OO,X,0,X.X..X.OO
205,O,6,X.X..X.OO,O,6,X.X..XOOO
206,X,1,.........,X,4,....X....
206,X,2,....X....,O,6,....X.O..
206,X,3,....X.O..,X,5,....XXO..
206,X,4,....XXO..,O,8,....XXO.O
206,X,5,....XXO.O,X,7,....XXOXO
206,X,6,....XXOXO,O,0,O...XXOXO
206,X,7,O...XXOXO,X,2,O.X.XXOXO
206,X,8,O.X.XXOXO,O,1,OOX.XXOXO
206,X,9,OOX.XXOXO,X,3,OOXXXXOXO
207,O,1,.........,X,5,.....X...
207,O,2,.....X...,O,7,.....X.O.
207,O,3,.....X.O.,X,3,...X.X.O.
207,O,4,...X.X.O.,O,4,...XOX.O.
207,O,5,...XOX.O.,X,2,..XXOX.O.
207,O,6,..XXOX.O.,O,1,.OXXOX.O.
208,X,1,.........,X,7,.......X.
208,X,2,.......X.,O,8,.......XO
208,X,3,.......XO,X,5,.....X.XO
208,X,4,.....X.XO,O,1,.O...X.XO
208,X,5,.O...X.XO,X,4,.O..XX.XO
208,X,6,.O..XX.XO,O,2,.OO.XX.XO
208,X,7,.OO.XX.XO,X,6,.OO.XXXXO
208,X,8,.OO.XXXXO,O,3,.OOOXXXXO
208,X,9,.OOOXXXXO,X,0,XOOOXXXXO
209,O,1,.........,X,5,.....X...
209,O,2,.....X...,O,0,O....X...
209,O,3,O....X...,X,1,OX...X...
209,O,4,OX...X...,O,8,OX...X..O
209,O,5,OX...X..O,X,6,OX...XX.O
209,O,6,OX...XX.O,O,4,OX..OXX.O
210,X,1,.........,X,8,........X
210,X,2,........X,O,1,.O......X
210,X,3,.O......X,X,5,.O...X..X
210,X,4,.O...X..X,O,2,.OO..X..X
210,X,5,.OO..X..X,X,6,.OO..XX.X
210,X,6,.OO..XX.X,O,3,.OOO.XX.X
210,X,7,.OOO.XX.X,X,4,.OOOXXX.X
210,X,8,.OOOXXX.X,O,7,.OOOXXXOX
210,X,9,.OOOXXXOX,X,0,XOOOXXXOX
211,O,1,.........,X,0,X........
211,O,2,X........,O,6,X.....O..
211,O,3,X.....O..,X,1,XX....O..
211,O,4,XX....O..,O,7,XX....OO.
211,O,5,XX....OO.,X,4,XX..X.OO.
211,O,6,XX..X.OO.,O,5,XX..XOOO.
211,O,7,XX..XOOO.,X,2,XXX.XOOO.
212,X,1,.........,X,0,X........
212,X,2,X........,O,2,X.O......
212,X,3,X.O......,X,4,X.O.X....
212,X,4,X.O.X....,O,5,X.O.XO...
212,X,5,X.O.XO...,X,8,X.O.XO..X
213,O,1,.........,X,5,.....X...
213,O,2,.....X...,O,8,.....X..O
213,O,3,.....X..O,X,0,X....X..O
213,O,4,X....X..O,O,3,X..O.X..O
213,O,5,X..O.X..O,X,6,X..O.XX.O
213,O,6,X..O.XX.O,O,7,X..O.XXOO
213,O,7,X..O.XXOO,X,4,X..OXXXOO
213,O,8,X..OXXXOO,O,2,X.OOXXXOO
213,O,9,X.OOXXXOO,X,1,XXOOXXXOO
214,X,1,.........,X,5,.....X...
214,X,2,.....X...,O,6,.....XO..
214,X,3,.....XO..,X,3,...X.XO..
214,X,4,...X.XO..,O,4,...XOXO..
214,X,5,...XOXO..,X,0,X..XOXO..
214,X,6,X..XOXO..,O,1,XO.XOXO..
214,X,7,XO.XOXO..,X,7,XO.XOXOX.
214,X,8,XO.XOXOX.,O,8,XO.XOXOXO
214,X,9,XO.XOXOXO,X,2,XOXXOXOXO
215,O,1,.........,X,6,......X..
215,O,2,......X..,O,1,.O....X..
215,O,3,.O....X..,X,4,.O..X.X..
215,O,4,.O..X.X..,O,2,.OO.X.X..
215,O,5,.OO.X.X..,X,8,.OO.X.X.X
215,O,6,.OO.X.X.X,O,7,.OO.X.XOX
215,O,7,.OO.X.XOX,X,3,.OOXX.XOX
215,O,8,.OOXX.XOX,O,0,OOOXX.XOX
216,X,1,.........,X,0,X........
216,X,2,X........,O,3,X..O.....
216,X,3,X..O.....,X,8,X..O....X
216,X,4,X..O....X,O,4,X..OO...X
216,X,5,X..OO...X,X,7,X..OO..XX
216,X,6,X..OO..XX,O,6,X..OO.OXX
216,X,7,X..OO.OXX,X,1,XX.OO.OXX
216,X,8,XX.OO.OXX,O,2,XXOOO.OXX
217,O,1,.........,X,0,X........
217,O,2,X........,O,4,X...O....
217,O,3,X...O....,X,6,X...O.X..
217,O,4,X...O.X..,O,1,XO..O.X..
217,O,5,XO..O.X..,X,7,XO..O.XX.
217,O,6,XO..O.XX.,O,8,XO..O.XXO
217,O,7,XO..O.XXO,X,5,XO..OXXXO
217,O,8,XO..OXXXO,O,3,XO.OOXXXO
217,O,9,XO.OOXXXO,X,2,XOXOOXXXO
218,X,1,.........,X,6,......X..
218,X,2,......X..,O,8,......X.O
218,X,3,......X.O,X,0,X.....X.O
218,X,4,X.....X.O,O,3,X..O..X.O
218,X,5,X..O..X.O,X,2,X.XO..X.O
218,X,6,X.XO..X.O,O,1,XOXO..X.O
218,X,7,XOXO..X.O,X,4,XOXOX.X.O
219,O,1,.........,X,6,......X..
219,O,2,......X..,O,5,.....OX..
219,O,3,.....OX..,X,7,.....OXX.
219,O,4,.....OXX.,O,4,....OOXX.
219,O,5,....OOXX.,X,3,...XOOXX.
219,O,6,...XOOXX.,O,8,...XOOXXO
219,O,7,...XOOXXO,X,2,..XXOOXXO
219,O,8,..XXOOXXO,O,1,.OXXOOXXO
219,O,9,.OXXOOXXO,X,0,XOXXOOXXO
220,X,1,.........,X,6,......X..
220,X,2,......X..,O,4,....O.X..
220,X,3,....O.X..,X,2,..X.O.X..
220,X,4,..X.O.X..,O,7,..X.O.XO.
220,X,5,..X.O.XO.,X,8,..X.O.XOX
220,X,6,..X.O.XOX,O,3,..XOO.XOX
220,X,7,..XOO.XOX,X,1,.XXOO.XOX
220,X,8,.XXOO.XOX,O,5,.XXOOOXOX
221,O,1,.........,X,6,......X..
221,O,2,......X..,O,4,....O.X..
221,O,3,....O.X..,X,3,...XO.X..
221,O,4,...XO.X..,O,7,...XO.XO.
221,O,5,...XO.XO.,X,1,.X.XO.XO.
221,O,6,.X.XO.XO.,O,2,.XOXO.XO.
221,O,7,.XOXO.XO.,X,8,.XOXO.XOX
221,O,8,.XOXO.XOX,O,0,OXOXO.XOX
221,O,9,OXOXO.XOX,X,5,OXOXOXXOX
222,X,1,.........,X,6,......X..
222,X,2,......X..,O,8,......X.O
222,X,3,......X.O,X,3,...X..X.O
222,X,4,...X..X.O,O,7,...X..XOO
222,X,5,...X..XOO,X,2,..XX..XOO
222,X,6,..XX..XOO,O,5,..XX.OXOO
222,X,7,..XX.OXOO,X,1,.XXX.OXOO
222,X,8,.XXX.OXOO,O,4,.XXXOOXOO
222,X,9,.XXXOOXOO,X,0,XXXXOOXOO
223,O,1,.........,X,0,X........
223,O,2,X........,O,2,X.O......
223,O,3,X.O......,X,7,X.O....X.
223,O,4,X.O....X.,O,6,X.O...OX.
223,O,5,X.O...OX.,X,4,X.O.X.OX.
223,O,6,X.O.X.OX.,O,1,XOO.X.OX.
223,O,7,XOO.X.OX.,X,8,XOO.X.OXX
224,X,1,.........,X,3,...X.....
224,X,2,...X.....,O,7,...X...O.
224,X,3,...X...O.,X,0,X..X...O.
224,X,4,X..X...O.,O,5,X..X.O.O.
224,X,5,X..X.O.O.,X,6,X..X.OXO.
225,O,1,.........,X,5,.....X...
225,O,2,.....X...,O,6,.....XO..
225,O,3,.....XO..,X,4,....XXO..
225,O,4,....XXO..,O,0,O...XXO..
225,O,5,O...XXO..,X,3,O..XXXO..
226,X,1,.........,X,0,X........
226,X,2,X........,O,1,XO.......
226,X,3,XO.......,X,2,XOX......
226,X,4,XOX......,O,5,XOX..O...
226,X,5,XOX..O...,X,3,XOXX.O...
226,X,6,XOXX.O...,O,4,XOXXOO...
226,X,7,XOXXOO...,X,8,XOXXOO..X
226,X,8,XOXXOO..X,O,7,XOXXOO.OX
227,O,1,.........,X,7,.......X.
227,O,2,.......X.,O,2,..O....X.
227,O,3,..O....X.,X,3,..OX...X.
227,O,4,..OX...X.,O,4,..OXO..X.
227,O,5,..OXO..X.,X,6,..OXO.XX.
227,O,6,..OXO.XX.,O,0,O.OXO.XX.
227,O,7,O.OXO.XX.,X,5,O.OXOXXX.
227,O,8,O.OXOXXX.,O,8,O.OXOXXXO
228,X,1,.........,X,7,.......X.
228,X,2,.......X.,O,5,.....O.X.
228,X,3,.....O.X.,X,6,.....OXX.
